PGA (g),PoE (IO Bare),PoE (IO Concrete Jacketing),PoE (LS Bare),PoE (LS Concrete Jacketing),PoE (CP Bare),PoE (CP Concrete Jacketing)
1.661661662,1,0.9999999985,1,0.9989322599,1,0.8911147319
1.663663664,1,0.9999999986,1,0.998957511,1,0.8926415684
1.665665666,1,0.9999999986,1,0.9989821839,1,0.8941511021
1.667667668,1,0.9999999987,1,0.9990062913,1,0.8956434489
1.66966967,1,0.9999999987,1,0.9990298456,1,0.8971187257
1.671671672,1,0.9999999988,1,0.9990528589,1,0.8985770501
1.673673674,1,0.9999999988,1,0.9990753433,1,0.9000185403
1.675675676,1,0.9999999989,1,0.9990973103,1,0.9014433153
1.677677678,1,0.9999999989,1,0.9991187713,1,0.9028514949
1.67967968,1,0.999999999,1,0.9991397376,1,0.9042431994
1.681681682,1,0.999999999,1,0.9991602202,1,0.9056185497
1.683683684,1,0.9999999991,1,0.9991802296,1,0.9069776672
1.685685686,1,0.9999999991,1,0.9991997765,1,0.9083206739
1.687687688,1,0.9999999991,1,0.9992188711,1,0.9096476923
1.68968969,1,0.9999999992,1,0.9992375235,1,0.9109588452
1.691691692,1,0.9999999992,1,0.9992557435,1,0.9122542561
1.693693694,1,0.9999999992,1,0.9992735407,1,0.9135340485
1.695695696,1,0.9999999993,1,0.9992909246,1,0.9147983465
1.697697698,1,0.9999999993,1,0.9993079045,1,0.9160472745
1.6996997,1,0.9999999993,1,0.9993244893,1,0.9172809572
1.701701702,1,0.9999999994,1,0.9993406879,1,0.9184995192
1.703703704,1,0.9999999994,1,0.999356509,1,0.9197030858
1.705705706,1,0.9999999994,1,0.9993719611,1,0.9208917822
1.707707708,1,0.9999999994,1,0.9993870524,1,0.9220657339
1.70970971,1,0.9999999995,1,0.9994017911,1,0.9232250662
1.711711712,1,0.9999999995,1,0.999416185,1,0.924369905
1.713713714,1,0.9999999995,1,0.9994302421,1,0.9255003759
1.715715716,1,0.9999999995,1,0.9994439699,1,0.9266166046
1.717717718,1,0.9999999996,1,0.9994573758,1,0.9277187168
1.71971972,1,0.9999999996,1,0.9994704671,1,0.9288068383
1.721721722,1,0.9999999996,1,0.999483251,1,0.9298810948
1.723723724,1,0.9999999996,1,0.9994957343,1,0.9309416118
1.725725726,1,0.9999999996,1,0.9995079241,1,0.9319885149
1.727727728,1,0.9999999996,1,0.9995198268,1,0.9330219294
1.72972973,1,0.9999999997,1,0.999531449,1,0.9340419806
1.731731732,1,0.9999999997,1,0.9995427972,1,0.9350487934
1.733733734,1,0.9999999997,1,0.9995538776,1,0.9360424929
1.735735736,1,0.9999999997,1,0.9995646962,1,0.9370232036
1.737737738,1,0.9999999997,1,0.9995752591,1,0.93799105
1.73973974,1,0.9999999997,1,0.9995855722,1,0.9389461561
1.741741742,1,0.9999999997,1,0.999595641,1,0.939888646
1.743743744,1,0.9999999997,1,0.9996054713,1,0.940818643
1.745745746,1,0.9999999998,1,0.9996150685,1,0.9417362704
1.747747748,1,0.9999999998,1,0.9996244379,1,0.9426416512
1.74974975,1,0.9999999998,1,0.9996335848,1,0.9435349078
1.751751752,1,0.9999999998,1,0.9996425143,1,0.9444161624
1.753753754,1,0.9999999998,1,0.9996512315,1,0.9452855367
1.755755756,1,0.9999999998,1,0.9996597411,1,0.9461431521
1.757757758,1,0.9999999998,1,0.999668048,1,0.9469891294
1.75975976,1,0.9999999998,1,0.9996761569,1,0.947823589
1.761761762,1,0.9999999998,1,0.9996840724,1,0.948646651
1.763763764,1,0.9999999998,1,0.9996917989,1,0.9494584347
1.765765766,1,0.9999999998,1,0.9996993407,1,0.9502590592
1.767767768,1,0.9999999998,1,0.9997067023,1,0.9510486428
1.76976977,1,0.9999999999,1,0.9997138877,1,0.9518273035
1.771771772,1,0.9999999999,1,0.9997209011,1,0.9525951588
1.773773774,1,0.9999999999,1,0.9997277465,1,0.9533523253
1.775775776,1,0.9999999999,1,0.9997344277,1,0.9540989194
1.777777778,1,0.9999999999,1,0.9997409486,1,0.9548350566
1.77977978,1,0.9999999999,1,0.9997473129,1,0.9555608521
1.781781782,1,0.9999999999,1,0.9997535243,1,0.9562764202
1.783783784,1,0.9999999999,1,0.9997595864,1,0.9569818749
1.785785786,1,0.9999999999,1,0.9997655026,1,0.9576773293
1.787787788,1,0.9999999999,1,0.9997712763,1,0.9583628959
1.78978979,1,0.9999999999,1,0.9997769109,1,0.9590386866
1.791791792,1,0.9999999999,1,0.9997824097,1,0.9597048127
1.793793794,1,0.9999999999,1,0.9997877758,1,0.9603613847
1.795795796,1,0.9999999999,1,0.9997930124,1,0.9610085124
1.797797798,1,0.9999999999,1,0.9997981224,1,0.9616463051
1.7997998,1,0.9999999999,1,0.999803109,1,0.9622748713
1.801801802,1,0.9999999999,1,0.9998079748,1,0.9628943186
1.803803804,1,0.9999999999,1,0.9998127229,1,0.9635047541
1.805805806,1,0.9999999999,1,0.999817356,1,0.9641062843
1.807807808,1,0.9999999999,1,0.9998218768,1,0.9646990145
1.80980981,1,0.9999999999,1,0.999826288,1,0.9652830498
1.811811812,1,0.9999999999,1,0.9998305921,1,0.9658584943
1.813813814,1,0.9999999999,1,0.9998347916,1,0.9664254512
1.815815816,1,0.9999999999,1,0.9998388891,1,0.9669840232
1.817817818,1,0.9999999999,1,0.999842887,1,0.9675343122
1.81981982,1,0.9999999999,1,0.9998467877,1,0.9680764192
1.821821822,1,1,1,0.9998505933,1,0.9686104445
1.823823824,1,1,1,0.9998543063,1,0.9691364877
1.825825826,1,1,1,0.9998579287,1,0.9696546475
1.827827828,1,1,1,0.9998614628,1,0.9701650219
1.82982983,1,1,1,0.9998649106,1,0.970667708
1.831831832,1,1,1,0.9998682743,1,0.9711628024
1.833833834,1,1,1,0.9998715558,1,0.9716504005
1.835835836,1,1,1,0.999874757,1,0.9721305972
1.837837838,1,1,1,0.9998778799,1,0.9726034864
1.83983984,1,1,1,0.9998809264,1,0.9730691615
1.841841842,1,1,1,0.9998838982,1,0.9735277147
1.843843844,1,1,1,0.9998867973,1,0.9739792377
1.845845846,1,1,1,0.9998896252,1,0.9744238213
1.847847848,1,1,1,0.9998923838,1,0.9748615555
1.84984985,1,1,1,0.9998950746,1,0.9752925294
1.851851852,1,1,1,0.9998976994,1,0.9757168314
1.853853854,1,1,1,0.9999002596,1,0.9761345491
1.855855856,1,1,1,0.9999027569,1,0.9765457693
1.857857858,1,1,1,0.9999051927,1,0.9769505778
1.85985986,1,1,1,0.9999075686,1,0.9773490598
1.861861862,1,1,1,0.999909886,1,0.9777412996
1.863863864,1,1,1,0.9999121462,1,0.9781273808
1.865865866,1,1,1,0.9999143507,1,0.9785073861
1.867867868,1,1,1,0.9999165009,1,0.9788813973
1.86986987,1,1,1,0.9999185979,1,0.9792494956
1.871871872,1,1,1,0.9999206432,1,0.9796117612
1.873873874,1,1,1,0.9999226379,1,0.9799682737
1.875875876,1,1,1,0.9999245833,1,0.9803191117
1.877877878,1,1,1,0.9999264806,1,0.9806643531
1.87987988,1,1,1,0.9999283309,1,0.981004075
1.881881882,1,1,1,0.9999301354,1,0.9813383537
1.883883884,1,1,1,0.9999318951,1,0.9816672647
1.885885886,1,1,1,0.9999336113,1,0.9819908828
1.887887888,1,1,1,0.9999352849,1,0.9823092818
1.88988989,1,1,1,0.999936917,1,0.9826225349
1.891891892,1,1,1,0.9999385085,1,0.9829307144
1.893893894,1,1,1,0.9999400606,1,0.9832338919
1.895895896,1,1,1,0.999941574,1,0.9835321382
1.897897898,1,1,1,0.9999430498,1,0.9838255234
1.8998999,1,1,1,0.9999444889,1,0.9841141167
1.901901902,1,1,1,0.9999458922,1,0.9843979866
1.903903904,1,1,1,0.9999472606,1,0.9846772008
1.905905906,1,1,1,0.9999485948,1,0.9849518263
1.907907908,1,1,1,0.9999498958,1,0.9852219293
1.90990991,1,1,1,0.9999511644,1,0.9854875753
1.911911912,1,1,1,0.9999524013,1,0.985748829
1.913913914,1,1,1,0.9999536073,1,0.9860057543
1.915915916,1,1,1,0.9999547833,1,0.9862584144
1.917917918,1,1,1,0.9999559298,1,0.986506872
1.91991992,1,1,1,0.9999570477,1,0.9867511887
1.921921922,1,1,1,0.9999581376,1,0.9869914256
1.923923924,1,1,1,0.9999592003,1,0.987227643
1.925925926,1,1,1,0.9999602364,1,0.9874599005
1.927927928,1,1,1,0.9999612465,1,0.987688257
1.92992993,1,1,1,0.9999622313,1,0.9879127706
1.931931932,1,1,1,0.9999631914,1,0.9881334989
1.933933934,1,1,1,0.9999641275,1,0.9883504986
1.935935936,1,1,1,0.9999650401,1,0.9885638258
1.937937938,1,1,1,0.9999659297,1,0.9887735359
1.93993994,1,1,1,0.9999667971,1,0.9889796836
1.941941942,1,1,1,0.9999676426,1,0.989182323
1.943943944,1,1,1,0.9999684669,1,0.9893815073
1.945945946,1,1,1,0.9999692705,1,0.9895772893
1.947947948,1,1,1,0.9999700539,1,0.9897697211
1.94994995,1,1,1,0.9999708175,1,0.9899588539
1.951951952,1,1,1,0.9999715619,1,0.9901447386
1.953953954,1,1,1,0.9999722876,1,0.9903274251
1.955955956,1,1,1,0.999972995,1,0.9905069629
1.957957958,1,1,1,0.9999736846,1,0.9906834007
1.95995996,1,1,1,0.9999743568,1,0.9908567868
1.961961962,1,1,1,0.999975012,1,0.9910271687
1.963963964,1,1,1,0.9999756507,1,0.9911945933
1.965965966,1,1,1,0.9999762733,1,0.9913591068
1.967967968,1,1,1,0.9999768801,1,0.991520755
1.96996997,1,1,1,0.9999774716,1,0.9916795829
1.971971972,1,1,1,0.9999780482,1,0.991835635
1.973973974,1,1,1,0.9999786102,1,0.9919889552
1.975975976,1,1,1,0.999979158,1,0.9921395868
1.977977978,1,1,1,0.9999796919,1,0.9922875725
1.97997998,1,1,1,0.9999802123,1,0.9924329545
1.981981982,1,1,1,0.9999807195,1,0.9925757742
1.983983984,1,1,1,0.9999812138,1,0.9927160728
1.985985986,1,1,1,0.9999816957,1,0.9928538906
1.987987988,1,1,1,0.9999821653,1,0.9929892676
1.98998999,1,1,1,0.999982623,1,0.993122243
1.991991992,1,1,1,0.9999830691,1,0.9932528557
1.993993994,1,1,1,0.9999835038,1,0.9933811438
1.995995996,1,1,1,0.9999839276,1,0.9935071452
1.997997998,1,1,1,0.9999843405,1,0.993630897
2,1,1,1,0.999984743,1,0.9937524359
