PGA (g),PoE (IO Bare),PoE (IO Concrete Jacketing),PoE (LS Bare),PoE (LS Concrete Jacketing),PoE (CP Bare),PoE (CP Concrete Jacketing)
0,0,0,0,0,0,0
0.002002002002,6.83E-155,3.47E-245,9.03E-278,1.72E-296,0,0
0.004004004004,4.74E-112,8.37E-190,3.31E-205,1.88E-234,7.24E-295,0
0.006006006006,3.04E-90,1.02E-160,6.95E-168,1.47E-201,1.44E-245,1.61E-302
0.008008008008,3.16E-76,1.45E-141,1.07E-143,9.63E-180,2.40E-213,1.23E-271
0.01001001001,3.47E-66,1.48E-127,3.01E-126,1.09E-163,6.34E-190,7.82E-249
0.01201201201,1.60E-58,1.17E-116,7.71E-113,3.89E-151,8.28E-172,5.97E-231
0.01401401401,2.03E-52,7.87E-108,4.23E-102,6.42E-141,3.30E-157,2.35E-216
0.01601601602,2.05E-47,1.81E-100,3.08E-93,2.32E-132,4.33E-145,4.22E-204
0.01801801802,3.26E-43,3.40E-94,9.23E-86,4.89E-125,8.25E-135,1.37E-193
0.02002002002,1.26E-39,9.32E-89,2.42E-79,1.15E-118,6.14E-126,1.99E-184
0.02202202202,1.60E-36,5.58E-84,9.31E-74,4.78E-113,3.54E-118,2.49E-176
0.02402402402,8.36E-34,9.76E-80,7.70E-69,4.87E-108,2.61E-111,4.23E-169
0.02602602603,2.12E-31,6.22E-76,1.81E-64,1.56E-103,3.54E-105,1.39E-162
0.02802802803,2.95E-29,1.70E-72,1.49E-60,1.89E-99,1.17E-99,1.15E-156
0.03003003003,2.47E-27,2.28E-69,5.05E-57,1.01E-95,1.18E-94,2.95E-151
0.03203203203,1.35E-25,1.65E-66,8.09E-54,2.66E-92,4.30E-90,2.78E-146
0.03403403403,5.07E-24,7.07E-64,6.78E-51,3.80E-89,6.50E-86,1.09E-141
0.03603603604,1.39E-22,1.91E-61,3.24E-48,3.19E-86,4.58E-82,2.01E-137
0.03803803804,2.87E-21,3.43E-59,9.44E-46,1.67E-83,1.65E-78,1.89E-133
0.04004004004,4.65E-20,4.30E-57,1.79E-43,5.79E-81,3.30E-75,9.78E-130
0.04204204204,6.06E-19,3.93E-55,2.30E-41,1.38E-78,3.89E-72,2.98E-126
0.04404404404,6.51E-18,2.69E-53,2.10E-39,2.37E-76,2.87E-69,5.63E-123
0.04604604605,5.88E-17,1.43E-51,1.41E-37,3.01E-74,1.39E-66,6.94E-120
0.04804804805,4.55E-16,6.00E-50,7.18E-36,2.91E-72,4.60E-64,5.79E-117
0.05005005005,3.06E-15,2.04E-48,2.85E-34,2.20E-70,1.08E-61,3.39E-114
0.05205205205,1.81E-14,5.75E-47,9.01E-33,1.33E-68,1.84E-59,1.44E-111
0.05405405405,9.57E-14,1.36E-45,2.31E-31,6.56E-67,2.37E-57,4.53E-109
0.05605605606,4.55E-13,2.72E-44,4.92E-30,2.67E-65,2.34E-55,1.09E-106
0.05805805806,1.96E-12,4.71E-43,8.81E-29,9.14E-64,1.82E-53,2.04E-104
0.06006006006,7.75E-12,7.12E-42,1.34E-27,2.66E-62,1.14E-51,3.02E-102
0.06206206206,2.82E-11,9.48E-41,1.77E-26,6.69E-61,5.76E-50,3.62E-100
0.06406406406,9.55E-11,1.12E-39,2.03E-25,1.46E-59,2.42E-48,3.55E-98
0.06606606607,3.01E-10,1.19E-38,2.06E-24,2.81E-58,8.53E-47,2.89E-96
0.06806806807,8.91E-10,1.14E-37,1.86E-23,4.80E-57,2.55E-45,1.97E-94
0.07007007007,2.48E-09,9.99E-37,1.51E-22,7.32E-56,6.55E-44,1.15E-92
0.07207207207,6.55E-09,7.98E-36,1.10E-21,1.00E-54,1.46E-42,5.74E-91
0.07407407407,1.64E-08,5.87E-35,7.33E-21,1.25E-53,2.84E-41,2.49E-89
0.07607607608,3.92E-08,4.00E-34,4.47E-20,1.42E-52,4.89E-40,9.43E-88
0.07807807808,8.94E-08,2.53E-33,2.51E-19,1.47E-51,7.48E-39,3.15E-86
0.08008008008,1.96E-07,1.49E-32,1.30E-18,1.41E-50,1.02E-37,9.35E-85
0.08208208208,4.12E-07,8.26E-32,6.27E-18,1.25E-49,1.27E-36,2.48E-83
0.08408408408,8.34E-07,4.30E-31,2.83E-17,1.03E-48,1.42E-35,5.91E-82
0.08608608609,1.63E-06,2.11E-30,1.19E-16,7.93E-48,1.45E-34,1.27E-80
0.08808808809,3.09E-06,9.82E-30,4.74E-16,5.71E-47,1.36E-33,2.49E-79
0.09009009009,5.68E-06,4.34E-29,1.78E-15,3.86E-46,1.17E-32,4.46E-78
0.09209209209,1.01E-05,1.82E-28,6.30E-15,2.46E-45,9.32E-32,7.32E-77
0.09409409409,1.76E-05,7.31E-28,2.12E-14,1.48E-44,6.90E-31,1.11E-75
0.0960960961,2.98E-05,2.80E-27,6.82E-14,8.48E-44,4.76E-30,1.55E-74
0.0980980981,4.91E-05,1.03E-26,2.09E-13,4.61E-43,3.07E-29,2.01E-73
0.1001001001,7.91E-05,3.64E-26,6.13E-13,2.38E-42,1.86E-28,2.43E-72
0.1021021021,0.0001247265559,1.24E-25,1.72E-12,1.18E-41,1.06E-27,2.75E-71
0.1041041041,0.0001925433333,4.06E-25,4.65E-12,5.56E-41,5.69E-27,2.92E-70
0.1061061061,0.0002913690732,1.28E-24,1.21E-11,2.52E-40,2.90E-26,2.90E-69
0.1081081081,0.0004326479028,3.92E-24,3.03E-11,1.09E-39,1.40E-25,2.73E-68
0.1101101101,0.0006309655892,1.16E-23,7.35E-11,4.58E-39,6.42E-25,2.42E-67
0.1121121121,0.0009045561336,3.34E-23,1.72E-10,1.85E-38,2.81E-24,2.03E-66
0.1141141141,0.00127579256,9.32E-23,3.92E-10,7.18E-38,1.17E-23,1.62E-65
0.1161161161,0.001771634182,2.53E-22,8.64E-10,2.70E-37,4.69E-23,1.22E-64
0.1181181181,0.002424000276,6.67E-22,1.85E-09,9.80E-37,1.80E-22,8.84E-64
0.1201201201,0.003270039416,1.72E-21,3.85E-09,3.45E-36,6.61E-22,6.09E-63
0.1221221221,0.004352264947,4.31E-21,7.82E-09,1.18E-35,2.34E-21,4.01E-62
0.1241241241,0.005718530305,1.05E-20,1.55E-08,3.91E-35,7.98E-21,2.53E-61
0.1261261261,0.007421822985,2.52E-20,2.99E-08,1.26E-34,2.62E-20,1.53E-60
0.1281281281,0.009519862779,5.91E-20,5.64E-08,3.96E-34,8.34E-20,8.93E-60
0.1301301301,0.01207449801,1.35E-19,1.04E-07,1.21E-33,2.56E-19,5.00E-59
0.1321321321,0.01515090247,3.04E-19,1.88E-07,3.61E-33,7.63E-19,2.70E-58
0.1341341341,0.01881658503,6.69E-19,3.33E-07,1.05E-32,2.20E-18,1.40E-57
0.1361361361,0.02314023295,1.44E-18,5.78E-07,2.99E-32,6.18E-18,7.05E-57
0.1381381381,0.0281904182,3.06E-18,9.83E-07,8.31E-32,1.68E-17,3.43E-56
0.1401401401,0.03403420311,6.37E-18,1.64E-06,2.26E-31,4.46E-17,1.61E-55
0.1421421421,0.04073568689,1.30E-17,2.70E-06,6.01E-31,1.15E-16,7.36E-55
0.1441441441,0.04835453832,2.62E-17,4.36E-06,1.57E-30,2.90E-16,3.25E-54
0.1461461461,0.0569445608,5.19E-17,6.92E-06,4.00E-30,7.11E-16,1.40E-53
0.1481481481,0.06655233571,1.01E-16,1.08E-05,1.00E-29,1.70E-15,5.83E-53
0.1501501502,0.07721598688,1.94E-16,1.67E-05,2.47E-29,3.99E-15,2.37E-52
0.1521521522,0.08896410476,3.67E-16,2.53E-05,5.96E-29,9.14E-15,9.37E-52
0.1541541542,0.1018148626,6.85E-16,3.78E-05,1.41E-28,2.05E-14,3.61E-51
0.1561561562,0.1157753504,1.26E-15,5.58E-05,3.30E-28,4.49E-14,1.36E-50
0.1581581582,0.1308411432,2.29E-15,8.12E-05,7.58E-28,9.66E-14,4.97E-50
0.1601601602,0.1469961138,4.10E-15,0.0001168107639,1.71E-27,2.04E-13,1.78E-49
0.1621621622,0.1642124914,7.27E-15,0.0001659068366,3.81E-27,4.22E-13,6.23E-49
0.1641641642,0.1824511571,1.27E-14,0.0002328509363,8.35E-27,8.56E-13,2.13E-48
0.1661661662,0.2016621657,2.20E-14,0.0003230695106,1.80E-26,1.71E-12,7.13E-48
0.1681681682,0.2217854715,3.75E-14,0.0004432851707,3.84E-26,3.35E-12,2.34E-47
0.1701701702,0.2427518336,6.35E-14,0.0006017249047,8.06E-26,6.47E-12,7.50E-47
0.1721721722,0.2644838726,1.06E-13,0.0008083367647,1.67E-25,1.23E-11,2.36E-46
0.1741741742,0.2868972464,1.76E-13,0.001075009417,3.41E-25,2.29E-11,7.28E-46
0.1761761762,0.3099019127,2.88E-13,0.001415787783,6.89E-25,4.22E-11,2.21E-45
0.1781781782,0.3334034453,4.66E-13,0.001847076966,1.37E-24,7.64E-11,6.56E-45
0.1801801802,0.357304372,7.49E-13,0.002387825821,2.71E-24,1.36E-10,1.91E-44
0.1821821822,0.3815055036,1.19E-12,0.003059680977,5.27E-24,2.40E-10,5.49E-44
0.1841841842,0.4059072273,1.88E-12,0.003887101861,1.01E-23,4.18E-10,1.55E-43
0.1861861862,0.4304107383,2.94E-12,0.004897427454,1.93E-23,7.16E-10,4.30E-43
0.1881881882,0.45491919,4.55E-12,0.006120886028,3.63E-23,1.21E-09,1.17E-42
0.1901901902,0.4793387455,6.99E-12,0.007590540089,6.76E-23,2.03E-09,3.15E-42
0.1921921922,0.5035795158,1.06E-11,0.00934216014,1.25E-22,3.34E-09,8.33E-42
0.1941941942,0.5275563774,1.61E-11,0.01141402261,2.27E-22,5.46E-09,2.17E-41
0.1961961962,0.5511896614,2.41E-11,0.01384662935,4.11E-22,8.80E-09,5.57E-41
0.1981981982,0.5744057143,3.59E-11,0.01668234849,7.36E-22,1.40E-08,1.41E-40
0.2002002002,0.5971373284,5.31E-11,0.01996497878,1.30E-21,2.21E-08,3.52E-40
0.2022022022,0.6193240486,7.79E-11,0.02373924227,2.29E-21,3.45E-08,8.66E-40
0.2042042042,0.6409123593,1.13E-10,0.02805021253,3.99E-21,5.34E-08,2.10E-39
0.2062062062,0.6618557598,1.64E-10,0.0329426881,6.89E-21,8.16E-08,5.04E-39
0.2082082082,0.6821147387,2.36E-10,0.03846052284,1.18E-20,1.23E-07,1.19E-38
0.2102102102,0.7016566555,3.37E-10,0.04464592682,2.00E-20,1.85E-07,2.79E-38
0.2122122122,0.720455543,4.78E-10,0.05153875263,3.37E-20,2.75E-07,6.44E-38
0.2142142142,0.73849184,6.73E-10,0.05917578295,5.62E-20,4.05E-07,1.47E-37
0.2162162162,0.755752067,9.44E-10,0.06759003575,9.32E-20,5.90E-07,3.31E-37
0.2182182182,0.7722284551,1.31E-09,0.07681010325,1.53E-19,8.53E-07,7.38E-37
0.2202202202,0.78791854,1.82E-09,0.08685954029,2.50E-19,1.22E-06,1.63E-36
0.2222222222,0.8028247303,2.51E-09,0.09775631658,4.05E-19,1.74E-06,3.55E-36
0.2242242242,0.8169538602,3.43E-09,0.109512346,6.52E-19,2.45E-06,7.65E-36
0.2262262262,0.8303167346,4.67E-09,0.1221331036,1.04E-18,3.43E-06,1.63E-35
0.2282282282,0.8429276745,6.33E-09,0.1356173402,1.65E-18,4.76E-06,3.45E-35
0.2302302302,0.8548040685,8.53E-09,0.1499568999,2.61E-18,6.56E-06,7.21E-35
0.2322322322,0.8659659379,1.14E-08,0.1651366447,4.08E-18,8.98E-06,1.49E-34
0.2342342342,0.8764355182,1.52E-08,0.1811344888,6.35E-18,1.22E-05,3.06E-34
0.2362362362,0.886236861,2.02E-08,0.1979215391,9.82E-18,1.64E-05,6.22E-34
0.2382382382,0.895395461,2.67E-08,0.2154623402,1.51E-17,2.20E-05,1.25E-33
0.2402402402,0.903937908,3.52E-08,0.2337152164,2.30E-17,2.93E-05,2.50E-33
0.2422422422,0.9118915671,4.60E-08,0.252632704,3.50E-17,3.87E-05,4.94E-33
0.2442442442,0.9192842864,6.00E-08,0.2721620625,5.28E-17,5.08E-05,9.67E-33
0.2462462462,0.9261441341,7.78E-08,0.2922458554,7.93E-17,6.63E-05,1.88E-32
0.2482482482,0.9324991634,1.01E-07,0.3128225864,1.18E-16,8.60E-05,3.62E-32
0.2502502503,0.9383772051,1.29E-07,0.3338273796,1.76E-16,0.0001109189514,6.92E-32
0.2522522523,0.9438056874,1.66E-07,0.3551926898,2.59E-16,0.0001421569858,1.31E-31
0.2542542543,0.9488114804,2.11E-07,0.3768490298,3.81E-16,0.0001811499902,2.46E-31
0.2562562563,0.9534207654,2.69E-07,0.3987257011,5.57E-16,0.0002295463479,4.60E-31
0.2582582583,0.9576589263,3.40E-07,0.4207515169,8.10E-16,0.000289279257,8.51E-31
0.2602602603,0.961550462,4.29E-07,0.4428555046,1.17E-15,0.0003626022654,1.56E-30
0.2622622623,0.9651189174,5.39E-07,0.4649675788,1.69E-15,0.0004521267347,2.85E-30
0.2642642643,0.9683868325,6.75E-07,0.4870191738,2.42E-15,0.0005608609018,5.16E-30
0.2662662663,0.971375706,8.42E-07,0.5089438301,3.45E-15,0.0006922501296,9.28E-30
0.2682682683,0.9741059738,1.05E-06,0.5306777255,4.89E-15,0.0008502178529,1.66E-29
0.2702702703,0.976596999,1.30E-06,0.5521601492,6.92E-15,0.001039206648,2.94E-29
0.2722722723,0.9788670726,1.60E-06,0.5733339122,9.73E-15,0.001264218775,5.17E-29
0.2742742743,0.980933424,1.97E-06,0.594145694,1.36E-14,0.001530855476,9.05E-29
0.2762762763,0.9828122381,2.41E-06,0.614546324,1.90E-14,0.001845354237,1.57E-28
0.2782782783,0.9845186802,2.95E-06,0.6344909972,2.64E-14,0.002214623193,2.72E-28
0.2802802803,0.9860669254,3.60E-06,0.6539394276,3.65E-14,0.002646271785,4.66E-28
0.2822822823,0.9874701922,4.37E-06,0.6728559398,5.03E-14,0.003148636784,7.95E-28
0.2842842843,0.9887407805,5.29E-06,0.6912095027,6.90E-14,0.003730802773,1.35E-27
0.2862862863,0.9898901106,6.39E-06,0.7089737104,9.44E-14,0.004402616196,2.27E-27
0.2882882883,0.9909287652,7.70E-06,0.7261267132,1.28E-13,0.005174692103,3.80E-27
0.2902902903,0.9918665312,9.25E-06,0.7426511044,1.74E-13,0.006058412803,6.33E-27
0.2922922923,0.9927124437,1.11E-05,0.758533768,2.35E-13,0.007065917658,1.05E-26
0.2942942943,0.9934748281,1.32E-05,0.773765693,3.17E-13,0.008210083396,1.73E-26
0.2962962963,0.9941613432,1.57E-05,0.7883417591,4.25E-13,0.009504494394,2.83E-26
0.2982982983,0.9947790229,1.87E-05,0.8022604991,5.68E-13,0.01096340253,4.61E-26
0.3003003003,0.995334317,2.21E-05,0.8155238436,7.57E-13,0.01260167632,7.46E-26
0.3023023023,0.9958331307,2.62E-05,0.8281368529,1.01E-12,0.01443473927,1.20E-25
0.3043043043,0.9962808627,3.08E-05,0.8401074397,1.33E-12,0.01647849748,1.93E-25
0.3063063063,0.9966824418,3.62E-05,0.8514460885,1.75E-12,0.01874925671,3.08E-25
0.3083083083,0.9970423615,4.25E-05,0.862165574,2.30E-12,0.02126362937,4.88E-25
0.3103103103,0.9973647129,4.97E-05,0.8722806827,3.02E-12,0.024038432,7.71E-25
0.3123123123,0.9976532167,5.80E-05,0.8818079408,3.94E-12,0.02709057397,1.21E-24
0.3143143143,0.9979112519,6.76E-05,0.8907653511,5.13E-12,0.0304369384,1.90E-24
0.3163163163,0.9981418837,7.85E-05,0.8991721403,6.66E-12,0.03409425633,2.95E-24
0.3183183183,0.9983478898,9.10E-05,0.9070485195,8.62E-12,0.03807897539,4.58E-24
0.3203203203,0.9985317842,0.0001052663912,0.9144154589,1.11E-11,0.04240712434,7.06E-24
0.3223223223,0.9986958401,0.0001214880295,0.9212944777,1.43E-11,0.04709417491,1.08E-23
0.3243243243,0.9988421105,0.0001399103002,0.9277074495,1.83E-11,0.05215490246,1.66E-23
0.3263263263,0.998972448,0.000160787958,0.9336764257,2.35E-11,0.05760324715,2.52E-23
0.3283283283,0.9990885226,0.0001843995465,0.9392234732,2.99E-11,0.06345217714,3.82E-23
0.3303303303,0.9991918381,0.0002110489673,0.9443705306,3.81E-11,0.06971355554,5.77E-23
0.3323323323,0.9992837479,0.0002410670886,0.94913928,4.83E-11,0.07639801265,8.67E-23
0.3343343343,0.9993654684,0.0002748133867,0.9535510337,6.11E-11,0.08351482519,1.30E-22
0.3363363363,0.9994380923,0.0003126776154,0.9576266375,7.71E-11,0.09107180384,1.94E-22
0.3383383383,0.9995026002,0.0003550814956,0.9613863875,9.70E-11,0.09907519062,2.87E-22
0.3403403403,0.9995598715,0.0004024804206,0.9648499607,1.22E-10,0.1075295674,4.25E-22
0.3423423423,0.9996106941,0.000455365167,0.9680363585,1.52E-10,0.1164377767,6.26E-22
0.3443443443,0.9996557735,0.0005142636049,0.9709638617,1.90E-10,0.1258008555,9.19E-22
0.3463463463,0.9996957409,0.0005797423983,0.9736499969,2.37E-10,0.1356179834,1.34E-21
0.3483483483,0.9997311607,0.0006524086872,0.9761115117,2.95E-10,0.1458864455,1.96E-21
0.3503503504,0.9997625371,0.0007329117418,0.9783643602,3.66E-10,0.1566016101,2.84E-21
0.3523523524,0.9997903201,0.0008219445789,0.9804236953,4.52E-10,0.1677569225,4.11E-21
0.3543543544,0.9998149116,0.0009202455312,0.9823038689,5.58E-10,0.1793439134,5.92E-21
0.3563563564,0.9998366696,0.001028599759,0.9840184374,6.88E-10,0.1913522239,8.50E-21
0.3583583584,0.9998559134,0.001147840693,0.9855801734,8.45E-10,0.2037696447,1.22E-20
0.3603603604,0.9998729272,0.0012788514,0.9870010815,1.04E-09,0.2165821704,1.73E-20
0.3623623624,0.999887964,0.001422565855,0.988292418,1.27E-09,0.2297740675,2.46E-20
0.3643643644,0.9999012489,0.001579970121,0.9894647137,1.55E-09,0.2433279561,3.49E-20
0.3663663664,0.999912982,0.001752103409,0.9905277998,1.88E-09,0.2572249034,4.93E-20
0.3683683684,0.9999233412,0.001940059022,0.9914908346,2.29E-09,0.271444529,6.93E-20
0.3703703704,0.9999324844,0.002144985166,0.992362333,2.78E-09,0.2859651193,9.72E-20
0.3723723724,0.9999405518,0.002368085621,0.9931501961,3.36E-09,0.3007637521,1.36E-19
0.3743743744,0.9999476679,0.002610620257,0.993861742,4.06E-09,0.3158164274,1.90E-19
0.3763763764,0.999953943,0.00287390539,0.9945037363,4.90E-09,0.3310982052,2.63E-19
0.3783783784,0.9999594748,0.003159313974,0.995082423,5.89E-09,0.3465833474,3.65E-19
0.3803803804,0.9999643501,0.003468275605,0.9956035552,7.08E-09,0.3622454641,5.04E-19
0.3823823824,0.9999686456,0.003802276347,0.9960724246,8.48E-09,0.3780576603,6.94E-19
0.3843843844,0.9999724292,0.004162858365,0.9964938911,1.01E-08,0.3939926849,9.53E-19
0.3863863864,0.9999757612,0.004551619349,0.9968724112,1.21E-08,0.4100230776,1.30E-18
0.3883883884,0.9999786946,0.004970211752,0.997212065,1.44E-08,0.4261213145,1.78E-18
0.3903903904,0.9999812766,0.005420341796,0.997516583,1.72E-08,0.4422599505,2.42E-18
0.3923923924,0.9999835487,0.005903768286,0.9977893711,2.04E-08,0.4584117572,3.29E-18
0.3943943944,0.9999855477,0.00642230119,0.9980335343,2.42E-08,0.4745498556,4.45E-18
0.3963963964,0.9999873059,0.006977800014,0.9982519001,2.87E-08,0.4906478423,6.01E-18
0.3983983984,0.9999888521,0.00757217195,0.9984470394,3.39E-08,0.506679909,8.10E-18
0.4004004004,0.9999902116,0.008207369807,0.9986212872,3.99E-08,0.5226209541,1.09E-17
0.4024024024,0.9999914066,0.008885389728,0.9987767613,4.70E-08,0.5384466855,1.46E-17
0.4044044044,0.9999924569,0.009608268681,0.9989153806,5.53E-08,0.5541337152,1.95E-17
0.4064064064,0.9999933797,0.01037808175,0.9990388816,6.49E-08,0.5696596441,2.59E-17
0.4084084084,0.9999941905,0.0111969392,0.9991488336,7.61E-08,0.5850031375,3.45E-17
0.4104104104,0.9999949027,0.01206698337,0.9992466539,8.90E-08,0.6001439907,4.57E-17
0.4124124124,0.9999955282,0.01299038531,0.9993336206,1.04E-07,0.6150631853,6.05E-17
0.4144144144,0.9999960774,0.0139693413,0.9994108852,1.21E-07,0.6297429351,7.98E-17
0.4164164164,0.9999965596,0.01500606914,0.9994794841,1.41E-07,0.6441667231,1.05E-16
0.4184184184,0.9999969828,0.01610280428,0.9995403493,1.64E-07,0.6583193282,1.38E-16
0.4204204204,0.9999973543,0.01726179578,0.9995943178,1.91E-07,0.6721868441,1.81E-16
0.4224224224,0.9999976803,0.0184853021,0.9996421408,2.21E-07,0.6857566878,2.36E-16
0.4244244244,0.9999979664,0.01977558683,0.9996844918,2.56E-07,0.6990176012,3.08E-16
0.4264264264,0.9999982173,0.02113491419,0.999721974,2.96E-07,0.7119596438,4.00E-16
0.4284284284,0.9999984375,0.02256554445,0.9997551274,3.41E-07,0.7245741784,5.20E-16
0.4304304304,0.9999986305,0.02406972931,0.9997844346,3.93E-07,0.7368538501,6.73E-16
0.4324324324,0.9999987999,0.02564970707,0.9998103269,4.53E-07,0.7487925584,8.70E-16
0.4344344344,0.9999989483,0.02730769784,0.9998331893,5.21E-07,0.7603854237,1.12E-15
0.4364364364,0.9999990785,0.02904589865,0.9998533651,5.98E-07,0.7716287495,1.44E-15
0.4384384384,0.9999991927,0.03086647848,0.9998711603,6.85E-07,0.7825199788,1.85E-15
0.4404404404,0.9999992927,0.03277157336,0.9998868474,7.84E-07,0.7930576471,2.38E-15
0.4424424424,0.9999993804,0.03476328132,0.9999006689,8.97E-07,0.8032413323,3.04E-15
0.4444444444,0.9999994573,0.03684365752,0.9999128404,1.02E-06,0.8130716011,3.88E-15
0.4464464464,0.9999995246,0.03901470922,0.9999235535,1.17E-06,0.8225499538,4.94E-15
0.4484484484,0.9999995836,0.04127839093,0.9999329781,1.33E-06,0.8316787666,6.28E-15
0.4504504505,0.9999996353,0.04363659955,0.9999412653,1.51E-06,0.8404612339,7.96E-15
0.4524524525,0.9999996807,0.04609116957,0.9999485487,1.72E-06,0.8489013084,1.01E-14
0.4544544545,0.9999997204,0.04864386842,0.9999549471,1.95E-06,0.8570036419,1.27E-14
0.4564564565,0.9999997551,0.05129639181,0.9999605653,2.21E-06,0.864773526,1.61E-14
0.4584584585,0.9999997856,0.05405035933,0.9999654962,2.50E-06,0.8722168328,2.02E-14
0.4604604605,0.9999998123,0.05690731005,0.9999698221,2.83E-06,0.8793399577,2.54E-14
0.4624624625,0.9999998356,0.05986869835,0.9999736154,3.20E-06,0.8861497616,3.19E-14
0.4644644645,0.9999998561,0.06293588985,0.9999769404,3.61E-06,0.8926535163,3.99E-14
0.4664664665,0.999999874,0.06611015757,0.9999798536,4.06E-06,0.8988588504,4.98E-14
0.4684684685,0.9999998897,0.06939267821,0.9999824049,4.57E-06,0.9047736977,6.22E-14
0.4704704705,0.9999999034,0.07278452869,0.9999846385,5.14E-06,0.9104062477,7.74E-14
0.4724724725,0.9999999155,0.07628668284,0.9999865931,5.77E-06,0.9157648978,9.62E-14
0.4744744745,0.999999926,0.07990000833,0.9999883029,6.48E-06,0.9208582087,1.19E-13
0.4764764765,0.9999999352,0.08362526384,0.999989798,7.26E-06,0.9256948617,1.48E-13
0.4784784785,0.9999999433,0.08746309642,0.9999911048,8.12E-06,0.9302836186,1.83E-13
0.4804804805,0.9999999504,0.09141403914,0.9999922467,9.08E-06,0.9346332847,2.26E-13
0.4824824825,0.9999999565,0.09547850895,0.9999932441,1.01E-05,0.9387526732,2.78E-13
0.4844844845,0.999999962,0.09965680482,0.999994115,1.13E-05,0.9426505738,3.42E-13
0.4864864865,0.9999999667,0.1039491061,0.9999948752,1.26E-05,0.9463357226,4.20E-13
0.4884884885,0.9999999709,0.1083554712,0.9999955384,1.40E-05,0.9498167751,5.15E-13
0.4904904905,0.9999999745,0.1128758364,0.999996117,1.56E-05,0.9531022817,6.31E-13
0.4924924925,0.9999999777,0.1175100152,0.9999966214,1.74E-05,0.9562006652,7.71E-13
0.4944944945,0.9999999805,0.1222576976,0.9999970612,1.93E-05,0.9591202017,9.41E-13
0.4964964965,0.9999999829,0.12711845,0.9999974444,2.14E-05,0.9618690021,1.15E-12
0.4984984985,0.999999985,0.1320917148,0.9999977782,2.37E-05,0.9644549974,1.40E-12
0.5005005005,0.9999999869,0.1371768112,0.9999980689,2.62E-05,0.9668859254,1.70E-12
0.5025025025,0.9999999885,0.142372935,0.999998322,2.90E-05,0.9691693187,2.06E-12
0.5045045045,0.99999999,0.1476791602,0.9999985423,3.21E-05,0.9713124962,2.49E-12
0.5065065065,0.9999999912,0.1530944393,0.999998734,3.54E-05,0.9733225545,3.01E-12
0.5085085085,0.9999999923,0.1586176047,0.9999989008,3.90E-05,0.9752063622,3.64E-12
0.5105105105,0.9999999933,0.1642473708,0.9999990458,4.30E-05,0.9769705556,4.39E-12
0.5125125125,0.9999999941,0.1699823348,0.9999991718,4.74E-05,0.9786215347,5.28E-12
0.5145145145,0.9999999948,0.1758209795,0.9999992814,5.21E-05,0.9801654625,6.35E-12
0.5165165165,0.9999999955,0.181761675,0.9999993766,5.73E-05,0.9816082632,7.63E-12
0.5185185185,0.999999996,0.1878026815,0.9999994594,6.29E-05,0.9829556235,9.15E-12
0.5205205205,0.9999999965,0.1939421516,0.9999995312,6.90E-05,0.9842129933,1.10E-11
0.5225225225,0.999999997,0.2001781331,0.9999995936,7.56E-05,0.9853855887,1.31E-11
0.5245245245,0.9999999973,0.2065085725,0.9999996477,8.28E-05,0.9864783942,1.56E-11
0.5265265265,0.9999999977,0.2129313177,0.9999996947,9.07E-05,0.9874961675,1.87E-11
0.5285285285,0.999999998,0.2194441215,0.9999997355,9.91E-05,0.988443443,2.22E-11
0.5305305305,0.9999999982,0.2260446451,0.9999997709,0.0001083053908,0.9893245371,2.64E-11
0.5325325325,0.9999999984,0.2327304619,0.9999998016,0.0001182374779,0.9901435537,3.14E-11
0.5345345345,0.9999999986,0.2394990613,0.9999998282,0.0001289772997,0.9909043895,3.72E-11
0.5365365365,0.9999999988,0.2463478524,0.9999998512,0.0001405814116,0.9916107407,4.41E-11
0.5385385385,0.999999999,0.2532741682,0.9999998712,0.0001531096026,0.9922661088,5.22E-11
0.5405405405,0.9999999991,0.2602752697,0.9999998886,0.0001666250288,0.9928738072,6.17E-11
0.5425425425,0.9999999992,0.2673483501,0.9999999036,0.00018119435,0.9934369682,7.29E-11
0.5445445445,0.9999999993,0.2744905395,0.9999999166,0.0001968878678,0.9939585494,8.59E-11
0.5465465465,0.9999999994,0.2816989084,0.9999999278,0.0002137796659,0.9944413408,1.01E-10
0.5485485485,0.9999999995,0.2889704731,0.9999999376,0.0002319477525,0.9948879715,1.19E-10
0.5505505506,0.9999999995,0.2963021996,0.999999946,0.0002514742042,0.9953009164,1.40E-10
0.5525525526,0.9999999996,0.3036910081,0.9999999533,0.0002724453115,0.9956825032,1.64E-10
0.5545545546,0.9999999996,0.311133778,0.9999999597,0.0002949517258,0.996034919,1.92E-10
0.5565565566,0.9999999997,0.3186273519,0.9999999651,0.0003190886068,0.9963602168,2.25E-10
0.5585585586,0.9999999997,0.3261685404,0.9999999699,0.0003449557719,0.9966603223,2.63E-10
0.5605605606,0.9999999998,0.3337541267,0.999999974,0.000372657845,0.9969370395,3.07E-10
0.5625625626,0.9999999998,0.341380871,0.9999999775,0.0004023044069,0.9971920578,3.58E-10
0.5645645646,0.9999999998,0.3490455148,0.9999999806,0.0004340101446,0.9974269571,4.18E-10
0.5665665666,0.9999999998,0.356744786,0.9999999832,0.0004678950013,0.9976432145,4.86E-10
0.5685685686,0.9999999999,0.3644754023,0.9999999855,0.0005040843263,0.997842209,5.65E-10
