PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.7467467467467468,0.9999999999999984,0.9999999999999751,0.9999997532750252
0.7487487487487487,0.9999999999999987,0.9999999999999786,0.9999997793276262
0.7507507507507507,0.9999999999999988,0.9999999999999816,0.9999998026572187
0.7527527527527528,0.9999999999999989,0.9999999999999841,0.9999998235450932
0.7547547547547547,0.9999999999999991,0.9999999999999863,0.9999998422438735
0.7567567567567568,0.9999999999999992,0.9999999999999882,0.9999998589803915
0.7587587587587588,0.9999999999999992,0.9999999999999899,0.9999998739582807
0.7607607607607607,0.9999999999999993,0.9999999999999912,0.999999887360313
0.7627627627627628,0.9999999999999994,0.9999999999999925,0.9999998993505036
0.7647647647647647,0.9999999999999994,0.9999999999999936,0.9999999100760084
0.7667667667667668,0.9999999999999996,0.9999999999999944,0.9999999196688322
0.7687687687687688,0.9999999999999996,0.9999999999999952,0.9999999282473659
0.7707707707707707,0.9999999999999997,0.9999999999999959,0.9999999359177723
0.7727727727727728,0.9999999999999997,0.9999999999999964,0.9999999427752305
0.7747747747747747,0.9999999999999998,0.9999999999999969,0.9999999489050584
0.7767767767767768,0.9999999999999998,0.9999999999999973,0.9999999543837199
0.7787787787787788,0.9999999999999998,0.9999999999999977,0.9999999592797325
0.7807807807807807,0.9999999999999998,0.999999999999998,0.9999999636544824
0.7827827827827828,0.9999999999999999,0.9999999999999983,0.9999999675629574
0.7847847847847848,0.9999999999999999,0.9999999999999986,0.9999999710544054
0.7867867867867868,0.9999999999999999,0.9999999999999988,0.9999999741729269
0.7887887887887888,0.9999999999999999,0.9999999999999989,0.9999999769580059
0.7907907907907907,0.9999999999999999,0.9999999999999991,0.9999999794449882
0.7927927927927928,0.9999999999999999,0.9999999999999992,0.9999999816655096
0.7947947947947948,0.9999999999999999,0.9999999999999993,0.999999983647881
